host_id,edge_id,source_ip_risk,destination_ip_risk,vulnerability_score,privilege_level,connection_type,anomaly_score,failed_login_attempts,suspicious_process,lateral_movement
47,438,0.072389398,0.751371771,1,low,smb,0.971925797,11,0,0
109,220,0.290368212,0.370058036,3,medium,api,0.826762582,0,0,0
180,378,0.882235081,0.173389281,0,low,api,0.107930855,14,0,0
184,94,0.147014955,0.098385493,3,high,rdp,0.508519032,10,0,0
15,457,0.71089433,0.327313189,0,medium,api,0.730079026,17,0,0
157,103,0.973366566,0.13613644,1,low,ssh,0.698392785,16,1,1
136,223,0.790567553,0.156373613,1,high,rdp,0.760841852,2,0,0
5,186,0.242945362,0.683883973,9,low,ssh,0.457454655,14,0,0
157,469,0.90836526,0.019732096,2,low,api,0.175922929,12,0,0
47,184,0.093107157,0.117553262,7,low,smb,0.464872444,2,0,0
68,495,0.468141942,0.844365491,5,high,api,0.647887249,12,1,1
76,162,0.887541908,0.844914085,5,low,api,0.608592087,8,0,1
173,247,0.641265709,0.329243479,8,low,smb,0.070522054,9,1,0
130,31,0.413644565,0.087953008,7,high,smb,0.064952434,0,0,0
155,52,0.292812867,0.704970334,1,medium,ssh,0.965257831,1,0,0
95,345,0.375099405,0.360131688,5,low,rdp,0.151805455,13,0,0
115,76,0.508941781,0.045464627,0,medium,rdp,0.294462464,4,0,0
164,385,0.31904393,0.157826981,8,high,rdp,0.767634482,9,0,0
36,439,0.968967862,0.137214812,3,low,ssh,0.409677076,18,1,1
26,278,0.933077653,0.589116344,3,medium,ssh,0.181464853,7,0,0
43,40,0.870671468,0.898117584,8,low,smb,0.467232382,12,0,1
27,101,0.421829836,0.793072033,2,medium,rdp,0.568949971,8,1,1
69,111,0.691301769,0.546516045,4,low,api,0.452766609,17,0,0
148,385,0.902829307,0.422155165,0,medium,ssh,0.918946075,3,1,1
11,321,0.850429488,0.618676709,5,low,api,0.284699295,7,0,1
74,249,0.414327014,0.443812741,2,medium,rdp,0.661332161,4,0,0
104,191,0.112386049,0.246099123,0,low,rdp,0.112294721,5,0,0
38,490,0.075630364,0.679197455,9,low,ssh,0.392285458,19,0,0
134,182,0.577064045,0.873243946,5,low,ssh,0.740993252,4,0,1
23,426,0.642627935,0.372870331,9,medium,smb,0.224816941,0,0,0
47,405,0.849842605,0.841538468,1,low,api,0.589771046,18,0,1
90,335,0.29251502,0.431082046,7,low,smb,0.153437029,3,0,0
46,209,0.167470491,0.401335943,1,low,smb,0.102701691,0,1,0
107,22,0.379005833,0.028324358,3,medium,api,0.523232749,18,0,0
140,166,0.353575124,0.695278901,2,low,rdp,0.675010996,3,1,0
141,99,0.132468954,0.807502525,8,medium,api,0.113367066,13,0,0
104,493,0.672282653,0.66355692,1,low,rdp,0.917776252,13,0,1
190,208,0.508691941,0.151360951,2,low,smb,0.225772263,8,0,0
111,8,0.721122756,0.103293468,6,medium,rdp,0.119975308,18,1,0
104,190,0.35269112,0.572858752,3,high,rdp,0.202698908,10,0,0
60,175,0.325702212,0.401516254,5,low,rdp,0.169572457,15,0,0
171,273,0.472575853,0.429097783,2,low,api,0.090674651,18,0,0
100,17,0.877407345,0.967800247,0,low,rdp,0.797839235,3,0,1
68,90,0.040281307,0.723922671,5,medium,api,0.495537775,8,0,0
133,141,0.804832817,0.411787739,3,low,ssh,0.38851944,16,1,1
120,145,0.368987613,0.01909928,1,medium,ssh,0.950627927,14,1,0
37,166,0.854619026,0.034095698,6,low,smb,0.371008387,7,0,0
72,337,0.802203009,0.684803696,9,low,smb,0.166972726,12,0,1
127,496,0.348761247,0.83773876,4,low,api,0.274042892,0,0,0
106,78,0.693876535,0.70770263,5,medium,rdp,0.238966534,1,0,0
92,429,0.159632757,0.405887753,5,medium,rdp,0.49874128,9,0,0
31,262,0.896281552,0.031135738,8,low,ssh,0.291505124,12,0,0
122,163,0.404491064,0.96740163,1,high,api,0.516061172,10,0,0
137,366,0.455625615,0.986336062,5,low,rdp,0.669293425,13,0,1
51,14,0.705759051,0.549364551,8,medium,rdp,0.777298786,15,1,1
29,239,0.820840237,0.070670965,3,low,api,0.710157781,5,0,0
40,72,0.236342743,0.540972506,5,low,smb,0.205590716,1,0,0
41,445,0.66135014,0.89233847,6,medium,api,0.115899719,4,0,1
11,143,0.391998044,0.67998551,0,medium,api,0.542450159,18,1,1
151,310,0.368702924,0.719989231,4,low,rdp,0.198911791,6,0,0
1,283,0.690025824,0.084969837,3,medium,ssh,0.084933722,16,0,0
46,269,0.387183274,0.106511637,9,low,rdp,0.527094343,4,0,0
101,241,0.3461085,0.127348776,1,medium,rdp,0.326794185,11,0,0
149,415,0.835888408,0.904376834,1,low,rdp,0.756149012,18,0,1
90,245,0.101276124,0.525849636,1,medium,api,0.314191631,17,1,0
110,163,0.675892623,0.791575096,6,low,api,0.978717137,11,0,1
164,60,0.248725394,0.11529126,3,low,rdp,0.758523191,2,0,0
182,6,0.015498242,0.927642706,5,low,rdp,0.057693221,3,0,0
57,197,0.166764269,0.821142091,6,low,ssh,0.50887274,14,0,0
1,470,0.60666153,0.224764145,8,low,smb,0.562620501,14,1,1
63,58,0.709127191,0.874182233,1,low,rdp,0.695302711,10,0,1
182,305,0.021057784,0.263442759,9,medium,api,0.497796797,1,1,0
55,407,0.036425443,0.205339879,8,low,smb,0.483443598,17,0,0
115,217,0.902542115,0.264243937,4,medium,smb,0.367938612,2,0,0
168,418,0.073305818,0.909955063,5,medium,ssh,0.271461384,17,0,0
143,26,0.894182159,0.915591986,5,high,smb,0.946200212,13,1,1
149,303,0.228165914,0.328995775,2,high,rdp,0.31759667,5,0,0
175,5,0.7400178,0.705434185,9,high,rdp,0.063421325,1,0,0
53,474,0.309733249,0.675745255,6,medium,api,0.167284739,0,0,0
137,20,0.858752026,0.806562632,6,low,rdp,0.857276636,7,0,1
180,390,0.700454865,0.2965095,7,medium,rdp,0.586633459,9,1,1
57,198,0.401813459,0.510138542,4,high,ssh,0.778780549,19,0,0
117,59,0.076302454,0.667673951,1,low,smb,0.808781546,17,0,0
154,448,0.732700184,0.026256819,2,low,ssh,0.823236439,19,0,0
169,242,0.616884756,0.376738745,8,low,smb,0.550613708,10,1,1
35,146,0.002911718,0.695888358,5,medium,ssh,0.177120596,17,0,0
63,388,0.009419856,0.252595093,7,low,api,0.148232752,15,1,0
25,273,0.808792973,0.957704107,7,medium,ssh,0.57398442,4,1,1
90,249,0.259399739,0.030161372,4,medium,ssh,0.366514354,6,0,0
75,14,0.636133668,0.958087188,0,high,api,0.558048241,1,0,0
38,462,0.45421442,0.216763868,5,medium,rdp,0.498477844,10,0,0
130,13,0.863430015,0.048822042,6,medium,rdp,0.60219808,12,0,0
135,391,0.916961113,0.292474033,8,low,api,0.032111791,19,0,0
162,384,0.996807713,0.786282307,1,low,api,0.032836681,15,0,1
91,44,0.153684136,0.752442006,1,low,ssh,0.721595171,13,0,0
17,375,0.862964046,0.208840416,9,low,api,0.193127244,6,0,0
128,399,0.266021377,0.196790134,0,low,api,0.652198462,6,0,0
171,19,0.590815875,0.642579916,4,medium,smb,0.546575911,11,0,0
187,63,0.505772834,0.45808269,1,medium,smb,0.981794471,11,0,0
108,491,0.017988132,0.792289953,2,medium,rdp,0.835405879,19,0,0
179,239,0.93277128,0.024132779,1,low,api,0.413134521,0,0,0
182,492,0.078327055,0.610411861,3,low,ssh,0.61641282,5,0,0
152,419,0.688218919,0.730672012,2,medium,rdp,0.117289457,7,0,0
25,337,0.785006836,0.993386112,8,low,rdp,0.386386043,12,0,1
199,419,0.795287849,0.678781694,9,low,rdp,0.733887741,4,1,1
180,403,0.135494519,0.231845157,1,low,api,0.622671584,9,0,0
198,404,0.447569951,0.108186195,6,low,api,0.484471324,13,1,0
88,100,0.82942887,0.640916775,2,low,ssh,0.176529104,8,0,0
161,163,0.30267921,0.523183068,9,low,ssh,0.803145926,16,0,0
177,416,0.467748675,0.899145288,7,low,rdp,0.273166604,2,0,0
29,122,0.272793893,0.726608021,3,medium,api,0.820479082,11,0,0
63,432,0.463551418,0.50974245,3,low,ssh,0.611609063,11,0,0
150,44,0.887837923,0.403589471,8,low,smb,0.372731428,10,0,1
154,360,0.455124231,0.4043747,2,high,smb,0.040605222,3,1,0
156,408,0.555912017,0.226304286,6,medium,rdp,0.232418844,7,1,0
114,317,0.403976283,0.017325972,0,low,smb,0.889070925,9,0,0
49,381,0.460117183,0.574910588,6,high,rdp,0.817974344,13,0,0
199,145,0.015174199,0.212414733,9,low,api,0.574853313,0,0,0
81,327,0.28374551,0.208326918,1,low,rdp,0.466322464,11,0,0
84,363,0.436581722,0.125381229,5,high,rdp,0.647142679,4,0,0
105,50,0.633796976,0.18959549,8,high,api,0.466248128,13,0,0
177,65,0.450051931,0.03178915,5,low,ssh,0.644304841,3,1,0
148,355,0.337817043,0.67423145,2,medium,ssh,0.3074041,16,0,0
118,288,0.388098735,0.401397116,0,medium,ssh,0.838497218,12,1,0
86,164,0.242293329,0.561524599,3,low,ssh,0.701917893,2,1,0
63,141,0.924494283,0.636957618,3,low,rdp,0.329975628,10,0,1
189,454,0.521743226,0.972484562,7,low,ssh,0.830666115,10,0,1
104,314,0.013409454,0.068265866,9,high,smb,0.487342531,4,0,0
49,128,0.019446258,0.417917685,9,low,smb,0.174638865,5,0,0
71,398,0.972961635,0.245897934,6,medium,ssh,0.077712462,3,0,0
1,421,0.221450891,0.476711932,9,low,smb,0.699605748,9,0,0
141,368,0.805608289,0.920472301,6,low,smb,0.865120804,9,0,1
179,463,0.058275302,0.723984265,6,medium,api,0.807441989,11,0,0
123,239,0.921162737,0.661949586,1,medium,api,0.65565103,17,0,1
184,324,0.874417004,0.441245876,8,low,ssh,0.141375056,14,1,1
62,296,0.571093162,0.671112498,5,low,rdp,0.094044076,17,0,0
32,187,0.008998657,0.032375377,1,medium,rdp,0.345029623,2,0,0
158,208,0.257810874,0.586238672,0,low,api,0.85491089,2,0,0
29,220,0.406822647,0.553776563,0,low,api,0.96173627,0,0,0
49,400,0.460064117,0.346640432,0,medium,rdp,0.241360855,16,0,0
173,190,0.297678759,0.201514125,3,low,ssh,0.762095671,9,0,0
30,388,0.032947868,0.807555551,3,low,rdp,0.573869217,5,0,0
144,429,0.590127406,0.053862114,8,low,rdp,0.031807367,10,0,0
168,346,0.524154668,0.069672864,0,high,smb,0.54291635,13,0,0
19,284,0.283000635,0.440521744,2,low,rdp,0.805940403,16,0,0
18,352,0.037975968,0.252554547,2,medium,api,0.276122783,6,0,0
1,237,0.994594187,0.745452414,7,low,ssh,0.897361624,3,0,1
78,194,0.481986187,0.634190077,1,low,rdp,0.236260407,10,0,0
115,287,0.756004242,0.772534796,5,low,smb,0.076473133,18,0,1
175,259,0.452314035,0.324678956,3,low,api,0.159939309,8,0,0
194,246,0.043170291,0.74051894,9,medium,api,0.837002869,7,0,0
113,136,0.309600745,0.862303236,5,low,smb,0.417305919,19,0,0
114,280,0.320110141,0.345274494,4,medium,api,0.796945564,3,0,0
166,271,0.838352904,0.339895821,8,low,smb,0.531233061,15,0,1
179,171,0.654229978,0.899951404,8,low,api,0.480559125,5,0,1
63,159,0.275429904,0.049790253,0,low,api,0.806913151,5,0,0
132,201,0.967739955,0.350189406,2,medium,api,0.423487612,18,0,0
129,487,0.321541832,0.118672492,0,medium,api,0.802032731,1,0,0
8,45,0.998234026,0.02898059,5,medium,smb,0.100662165,10,0,0
157,450,0.996163693,0.112869418,2,low,rdp,0.636310816,17,0,0
55,264,0.191210518,0.431245791,0,medium,api,0.702587057,8,0,0
103,71,0.312741116,0.686956069,5,low,smb,0.899097396,15,0,0
131,364,0.486044198,0.289282424,4,medium,smb,0.224323919,10,0,0
32,371,0.664100671,0.849675307,7,high,smb,0.60421988,13,0,1
10,103,0.528047449,0.437615629,1,low,rdp,0.433256564,7,0,0
110,490,0.969441469,0.968228051,7,low,ssh,0.382771656,12,0,1
162,125,0.723989164,0.954155669,4,medium,smb,0.106713555,9,1,1
124,313,0.212044849,0.773276223,7,medium,smb,0.134233331,11,0,0
87,464,0.10509755,0.932405496,9,low,smb,0.836988461,2,0,0
55,483,0.688401291,0.707096076,3,high,rdp,0.749753432,1,0,0
32,286,0.15845244,0.89558319,3,medium,api,0.38234113,10,0,0
178,458,0.78767684,0.236473717,9,low,rdp,0.828486581,17,0,1
135,230,0.311036667,0.3454202,3,low,smb,0.080766185,3,0,0
93,146,0.326893263,0.752930066,5,medium,ssh,0.624773917,7,0,0
8,370,0.010798392,0.424561238,3,low,smb,0.868176053,10,0,0
65,197,0.701011267,0.837327434,8,low,api,0.838864231,14,0,1
57,373,0.113269753,0.877638872,8,medium,ssh,0.37278276,1,0,0
67,221,0.772880577,0.299729485,2,medium,ssh,0.745233853,18,0,0
187,423,0.491867822,0.823450808,6,medium,rdp,0.427468146,14,0,1
72,60,0.784279815,0.154264271,4,low,rdp,0.840138164,12,0,0
54,98,0.583926539,0.334196712,8,medium,api,0.53076195,1,0,0
67,171,0.082433272,0.517964951,1,high,rdp,0.764857049,2,0,0
51,382,0.765652337,0.226443762,2,low,api,0.078571582,13,0,0
97,173,0.069799485,0.57926783,9,medium,ssh,0.590025972,19,1,0
92,151,0.478701721,0.578695079,4,high,ssh,0.550284177,12,0,0
8,453,0.172349214,0.206902895,4,medium,ssh,0.609976722,15,0,0
162,350,0.752335178,0.795641345,9,medium,api,0.695641608,11,0,1
35,390,0.911591228,0.631644489,6,low,rdp,0.91810897,0,0,1
96,440,0.554126163,0.317760507,7,low,rdp,0.785682082,5,0,0
88,122,0.527147294,0.232184783,7,medium,rdp,0.219637991,12,0,0
78,494,0.763963196,0.878750139,0,medium,smb,0.825896269,1,0,1
32,108,0.005078813,0.835742245,0,high,ssh,0.122079678,17,0,0
120,4,0.917758643,0.229760675,2,low,ssh,0.622198586,16,0,0
46,93,0.197448817,0.035605227,0,low,smb,0.882753808,18,1,0
144,407,0.984118884,0.804532596,0,low,ssh,0.101122054,14,0,1
196,6,0.736253948,0.615508555,9,medium,ssh,0.849692653,7,0,1
165,288,0.774251148,0.100882028,7,low,smb,0.798620734,8,0,0
182,106,0.65620298,0.587358206,0,medium,ssh,0.503775434,7,0,0
142,146,0.471663183,0.452182685,8,low,rdp,0.308897602,7,0,0
55,271,0.571627693,0.774550327,1,low,smb,0.405438228,10,0,0
176,424,0.046402886,0.209084842,8,low,ssh,0.968658136,17,0,0
7,378,0.623959509,0.453156744,6,high,rdp,0.201697556,16,0,0
74,96,0.626098102,0.156244114,8,medium,api,0.579604288,5,0,0
7,457,0.891200797,0.957527228,2,high,ssh,0.083240748,1,0,1
161,229,0.505656357,0.778738157,0,medium,smb,0.217893064,0,0,0
151,202,0.077144374,0.736722427,0,low,rdp,0.763316388,9,0,0
85,212,0.30619592,0.690206665,9,low,api,0.30259904,7,0,0
147,6,0.655629412,0.423336442,5,high,api,0.985766071,15,0,0
112,112,0.239258863,0.923282416,6,medium,ssh,0.500817043,13,0,0
125,376,0.280527822,0.072917012,8,low,api,0.516539325,15,1,0
147,379,0.820469016,0.803259072,5,medium,smb,0.036314739,13,0,1
36,447,0.584319732,0.215232732,4,low,api,0.95652675,6,0,0
29,323,0.508527432,0.324027956,1,low,ssh,0.174233441,17,0,0
188,106,0.318451967,0.519429729,1,low,api,0.538340599,19,1,0
82,139,0.730928036,0.782655011,7,medium,ssh,0.39567461,8,0,1
2,299,0.287718434,0.838534908,0,low,api,0.415584701,3,0,0
129,401,0.737063518,0.58373225,7,low,rdp,0.643300166,15,0,1
47,96,0.07010148,0.403035489,9,low,ssh,0.662088677,10,0,0
197,388,0.864541342,0.946502421,6,low,smb,0.154288615,8,0,1
148,447,0.499566463,0.246521296,6,low,smb,0.499586653,16,0,0
11,452,0.438508017,0.803094576,4,low,api,0.790477449,10,0,0
130,337,0.611023412,0.612049621,2,low,rdp,0.443286484,19,0,0
195,297,0.624192073,0.376895017,6,high,api,0.165804471,2,0,0
119,467,0.132035177,0.001367984,6,low,api,0.313216943,10,1,0
140,389,0.75623359,0.446599301,6,low,rdp,0.212379564,7,1,1
20,416,0.275928298,0.276719998,1,low,ssh,0.125817468,9,0,0
5,214,0.90496188,0.104346613,2,medium,smb,0.377581127,5,1,0
37,454,0.817850663,0.075158565,2,medium,rdp,0.540936243,16,0,0
166,291,0.346266042,0.347558327,3,low,api,0.072751525,5,0,0
137,22,0.807739293,0.614757389,8,high,ssh,0.603823372,6,0,1
53,193,0.356390499,0.837519315,9,medium,api,0.99302444,12,1,1
172,468,0.100947682,0.183563245,0,medium,ssh,0.964124932,5,0,0
99,150,0.961888239,0.424643971,6,low,smb,0.829173482,2,0,1
86,368,0.652602015,0.39195614,6,low,smb,0.266341113,12,1,1
108,247,0.456099527,0.513394009,3,medium,ssh,0.022407596,9,0,0
24,267,0.397773352,0.809587271,0,high,smb,0.833541703,3,0,0
81,461,0.324705334,0.553645218,2,medium,api,0.055720232,4,0,0
158,251,0.981447595,0.846654914,4,low,ssh,0.205628081,18,0,1
120,490,0.134747265,0.518551756,1,low,api,0.544453215,17,0,0
59,3,0.314805059,0.603847365,6,medium,ssh,0.178378039,6,0,0
128,393,0.48549764,0.437383242,9,medium,api,0.833788331,0,0,0
114,316,0.477999545,0.82309558,9,low,smb,0.777159696,16,0,1
115,76,0.471366484,0.923827206,6,low,rdp,0.755769506,19,0,1
14,87,0.175783816,0.639144738,9,low,api,0.816127616,19,0,0
9,270,0.144932527,0.820782449,4,medium,ssh,0.21970178,17,0,0
40,225,0.254767586,0.059003334,9,medium,smb,0.728892376,4,0,0
194,18,0.914526154,0.906111751,5,medium,ssh,0.355281503,5,0,1
25,113,0.113052968,0.188925067,0,medium,api,0.66684476,9,0,0
103,251,0.757425103,0.256520427,3,low,ssh,0.122021729,18,1,0
22,233,0.757548393,0.053330068,3,medium,ssh,0.70558658,9,1,0
4,329,0.809770404,0.965400117,7,high,api,0.972107728,5,0,1
154,279,0.886615489,0.852010849,1,high,smb,0.043600365,9,1,1
186,202,0.263036178,0.913184604,0,high,smb,0.093828901,9,0,0
29,83,0.224559469,0.847216168,6,low,api,0.123636767,11,0,0
109,125,0.465505667,0.479530553,5,medium,smb,0.430563905,3,0,0
98,175,0.265089169,0.924081934,4,high,rdp,0.290780185,12,0,0
37,69,0.734309989,0.96947282,7,medium,ssh,0.806920154,9,0,1
75,47,0.635939577,0.502566977,1,low,api,0.473787239,15,0,0
70,372,0.874987688,0.175624781,1,high,rdp,0.484537343,18,0,0
146,256,0.082738303,0.658622509,8,low,ssh,0.717038101,5,0,0
128,215,0.915083333,0.97543829,0,low,api,0.361968983,8,0,1
85,30,0.293348627,0.87214686,5,low,smb,0.353207247,13,0,0
42,281,0.490694346,0.861815176,2,medium,api,0.756926388,9,0,0
100,412,0.438611436,0.933818017,4,low,api,0.780041746,7,0,1
41,482,0.760311651,0.893952261,7,low,ssh,0.014398773,2,0,1
166,237,0.420333309,0.776281664,6,medium,ssh,0.143790476,16,0,0
34,248,0.943553146,0.718272832,3,medium,ssh,0.213098181,18,0,1
17,368,0.902533883,0.264767174,7,medium,rdp,0.351600469,2,0,0
165,495,0.872161152,0.621340021,9,low,smb,0.291448083,13,1,1
153,25,0.071258333,0.521488622,1,medium,api,0.668520048,5,0,0
122,74,0.854258062,0.861944092,6,low,api,0.828135234,18,0,1
76,206,0.781635445,0.491712573,4,low,smb,0.192086982,17,0,0
87,490,0.103512947,0.127742764,5,low,api,0.562980061,11,0,0
117,494,0.107414325,0.004972485,2,medium,ssh,0.367816251,14,1,0
106,314,0.101163812,0.67787312,9,low,api,0.505777875,5,0,0
86,94,0.011332593,0.549908387,6,low,smb,0.620757842,11,1,0
27,375,0.548634305,0.330962904,6,low,rdp,0.893599819,18,0,0
57,127,0.973394291,0.16897215,1,low,rdp,0.192292668,6,0,0
31,425,0.438684703,0.466715322,0,high,smb,0.087006587,19,0,0
134,25,0.540757502,0.100286472,9,high,api,0.627211919,9,0,0
168,334,0.967969797,0.336108489,1,low,api,0.394130849,17,0,0
98,355,0.255182229,0.379211906,7,low,rdp,0.162902693,1,0,0
12,116,0.858470253,0.465618695,9,low,api,0.117087167,12,0,1
53,48,0.546390467,0.466620751,2,medium,rdp,0.558909787,14,0,0
199,226,0.569476515,0.257005643,3,low,smb,0.300470595,3,0,0
138,266,0.343173857,0.850210982,7,low,smb,0.99742638,6,0,1
173,99,0.561584361,0.355543506,2,low,api,0.405900819,2,0,0
145,459,0.073142509,0.229587309,5,low,ssh,0.212286609,15,0,0
154,11,0.764643573,0.175809883,1,low,ssh,0.628849045,8,1,0
190,85,0.284687762,0.322578395,2,low,rdp,0.24425489,16,0,0
122,405,0.887608329,0.067552883,0,low,smb,0.494086043,7,0,0
46,214,0.367850695,0.032907523,8,low,rdp,0.482576184,17,0,0
64,173,0.14282411,0.605142197,3,high,smb,0.45355763,12,0,0
130,391,0.695881574,0.619147136,5,low,rdp,0.796085696,1,0,0
54,209,0.164578145,0.529588203,6,low,rdp,0.216613001,0,0,0
107,448,0.753680516,0.762285195,1,high,rdp,0.904307305,15,0,1
193,382,0.968112236,0.039150544,7,high,api,0.791340503,15,0,0
51,64,0.779552869,0.935973108,8,low,ssh,0.333122364,10,0,1
181,258,0.022449248,0.095065123,9,medium,smb,0.180602506,3,0,0
36,332,0.599885788,0.674022994,1,low,rdp,0.279535025,10,1,1
115,121,0.695410671,0.133396589,4,medium,ssh,0.332636247,5,0,0
26,298,0.825458326,0.879905433,1,high,rdp,0.556933169,10,0,1
29,466,0.056002309,0.510713287,4,low,rdp,0.046368169,0,0,0
149,54,0.480107828,0.082293541,6,low,smb,0.91435913,8,1,0
11,331,0.535370873,0.616724113,5,low,api,0.098674857,6,0,0
40,272,0.169124863,0.009109944,3,medium,rdp,0.279273394,2,0,0
11,241,0.32244981,0.776022178,1,medium,smb,0.109287438,8,0,0
164,243,0.440221726,0.650584987,6,medium,api,0.256672827,1,0,0
113,18,0.833209688,0.212624749,9,low,api,0.837673819,9,1,1
187,483,0.929407566,0.374750916,8,low,ssh,0.615175811,16,1,1
39,187,0.628422829,0.007806694,0,medium,ssh,0.227323225,0,0,0
54,346,0.394945186,0.693683815,2,low,rdp,0.87175853,17,0,0
98,144,0.254031018,0.322668138,6,low,ssh,0.800712059,5,0,0
55,262,0.982135184,0.571588915,8,low,smb,0.753649282,5,0,1
111,441,0.983019998,0.956727628,4,medium,smb,0.847632698,8,0,1
152,364,0.924976948,0.299466713,6,medium,ssh,0.619649682,9,0,0
150,491,0.78566915,0.990237884,9,medium,smb,0.50143736,14,0,1
69,431,0.325779544,0.632728386,6,low,smb,0.373935026,3,0,0
56,239,0.817000483,0.242088666,3,high,rdp,0.22376402,7,0,0
33,304,0.408793017,0.436777883,4,medium,rdp,0.557411658,3,1,0
36,298,0.326773098,0.740453122,1,low,smb,0.889492346,2,0,0
148,76,0.744865358,0.446477908,7,low,ssh,0.593981789,3,0,0
81,188,0.079653928,0.068507567,0,low,smb,0.919606862,0,0,0
190,333,0.048562723,0.168603661,1,high,api,0.35691737,8,0,0
109,388,0.447953697,0.791297746,2,low,api,0.695137973,10,0,0
154,487,0.445638801,0.648373076,6,low,api,0.648665472,18,0,0
194,246,0.895644153,0.569825477,5,low,rdp,0.670433844,19,0,1
73,130,0.126153096,0.167621971,6,medium,ssh,0.645042012,6,0,0
40,474,0.123283927,0.837757445,4,low,smb,0.221654675,4,0,0
17,315,0.1474526,0.96074011,3,low,ssh,0.143590898,1,0,0
129,411,0.029736261,0.040887097,6,low,ssh,0.978628256,18,0,0
61,283,0.071731738,0.078031871,2,low,ssh,0.045295129,2,0,0
171,79,0.659869867,0.884724503,9,low,api,0.467736487,14,0,1
104,72,0.431584329,0.815552254,6,low,smb,0.425080317,6,0,0
42,263,0.763603067,0.617934456,1,medium,rdp,0.360018958,4,0,0
25,191,0.992597719,0.944965209,7,medium,ssh,0.781983854,9,0,1
39,367,0.659034681,0.646430578,5,medium,ssh,0.745350288,8,0,1
35,375,0.050455571,0.215985276,2,low,api,0.905224924,13,0,0
131,430,0.104562865,0.728642324,2,medium,api,0.395487526,12,0,0
108,63,0.881004085,0.645710345,4,low,smb,0.564179528,0,0,1
172,488,0.527495945,0.985744702,2,low,rdp,0.892307047,15,1,1
179,380,0.824837159,0.213895736,5,high,rdp,0.993848063,19,0,1
102,12,0.856612336,0.597884936,1,medium,api,0.969294362,7,1,1
98,141,0.927674541,0.780167522,7,medium,smb,0.717843871,16,0,1
12,254,0.949829205,0.338983089,8,high,ssh,0.143227558,5,0,0
19,43,0.554825797,0.379679583,6,high,smb,0.023186012,1,0,0
101,17,0.341020172,0.887901838,2,medium,rdp,0.825218356,12,0,0
44,63,0.961864874,0.40419488,9,medium,api,0.840942024,7,1,1
187,253,0.547406406,0.624732852,3,medium,ssh,0.746360908,8,0,0
49,465,0.064252723,0.889238138,9,low,ssh,0.279923486,12,0,0
189,376,0.64277655,0.209826583,1,low,rdp,0.63981786,17,0,0
17,292,0.58768475,0.981877296,8,medium,ssh,0.316248442,17,0,1
74,469,0.895792873,0.701953534,4,low,smb,0.450648246,8,0,1
57,8,0.653187189,0.496121694,1,low,rdp,0.382435085,1,0,0
55,325,0.349052424,0.430920564,9,low,rdp,0.913640087,3,0,0
47,90,0.966225726,0.954364616,5,low,ssh,0.234157331,17,0,1
12,208,0.801619486,0.205724828,6,high,rdp,0.577610905,16,0,0
62,292,0.630417618,0.311683257,1,medium,api,0.360981529,11,0,0
80,284,0.292925203,0.307792756,0,low,smb,0.663071112,15,1,0
83,118,0.373540296,0.289006335,6,high,rdp,0.564563141,12,0,0
8,349,0.669969924,0.468538045,0,high,api,0.923977681,10,1,1
149,175,0.071980818,0.989179233,2,low,ssh,0.101612152,13,0,0
81,76,0.256680592,0.888786767,3,high,rdp,0.22064084,9,0,0
118,101,0.713900933,0.327949568,1,low,api,0.766347964,18,0,0
198,414,0.48001851,0.422870116,6,low,ssh,0.36878684,16,0,0
25,151,0.402393565,0.669480746,4,low,api,0.165783786,8,0,0
89,400,0.151457622,0.017151681,0,medium,ssh,0.503321259,13,1,0
12,270,0.441849034,0.820153659,7,low,smb,0.652142062,4,0,0
143,458,0.770691971,0.879798057,9,medium,rdp,0.044826714,2,0,1
59,71,0.264012846,0.857200334,6,medium,smb,0.291621889,7,0,0
154,493,0.005398542,0.375054387,3,low,smb,0.809422538,17,0,0
109,180,0.668504901,0.461999507,1,low,rdp,0.520244567,2,0,0
26,124,0.972626604,0.012388322,6,low,smb,0.035379215,1,0,0
47,381,0.606826564,0.399395348,1,low,smb,0.281951005,10,1,0
32,293,0.119921859,0.460426822,5,medium,api,0.639140656,4,0,0
10,285,0.320733092,0.906974293,0,medium,ssh,0.19935947,6,0,0
16,195,0.867641615,0.893987674,6,medium,smb,0.827391406,13,1,1
199,399,0.232568074,0.966097064,6,low,rdp,0.676575907,18,0,1
145,228,0.607695903,0.885104985,3,medium,api,0.471379061,1,0,0
151,431,0.402671208,0.008200709,3,medium,ssh,0.915623781,8,0,0
26,430,0.207843721,0.641460852,9,high,smb,0.391800771,9,0,0
86,436,0.813406894,0.068237683,4,medium,smb,0.235073411,18,0,0
135,275,0.742831276,0.272594286,1,medium,rdp,0.661402993,16,0,0
14,461,0.661591066,0.578307629,8,low,smb,0.573295187,6,0,0
79,106,0.23633659,0.700613818,9,medium,rdp,0.335247901,17,0,0
117,21,0.097857003,0.654632026,3,high,smb,0.343664561,5,0,0
7,64,0.57615933,0.049058367,8,low,smb,0.398210309,8,0,0
137,165,0.553677834,0.10360387,2,low,rdp,0.291138567,7,1,0
115,27,0.188385009,0.128586813,8,low,ssh,0.710241406,8,0,0
176,311,0.056246694,0.091414377,0,medium,api,0.651358405,0,0,0
72,285,0.080708454,0.178234423,6,low,rdp,0.440777653,1,0,0
